PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF,teamName,playerName,position,updated,injury,injuryStatus
1628983,1,Shai Gilgeous-Alexander,1610612760,OKC,64,34.3,11.3,21.5,0.525,2.2,5.8,0.371,8.0,8.9,0.9,0.9,4.2,5.1,6.2,1.8,1.0,2.6,32.8,33.3,,,,,,
203507,2,Giannis Antetokounmpo,1610612749,MIL,53,33.8,12.2,20.2,0.603,0.2,0.8,0.182,6.1,10.2,0.594,2.3,9.8,12.1,5.9,0.8,1.2,3.3,30.5,35.1,,,,,,
203999,3,Nikola Jokić,1610612743,DEN,60,36.4,11.1,19.3,0.577,1.9,4.5,0.428,4.8,6.0,0.808,2.9,10.0,12.9,10.4,1.8,0.7,3.3,29.0,42.1,,,,,,
1630162,5,Anthony Edwards,1610612750,MIN,64,36.4,9.0,20.4,0.442,4.1,10.1,0.406,5.1,6.1,0.835,0.8,5.2,6.0,4.6,1.1,0.6,3.3,27.2,23.8,,,,,,
201142,6,Kevin Durant,1610612756,PHX,53,37.1,9.7,18.4,0.529,2.5,6.0,0.413,4.9,5.9,0.83,0.4,5.8,6.2,4.3,0.8,1.3,3.1,26.8,26.6,,,,,,
1630595,9,Cade Cunningham,1610612765,DET,62,35.3,9.5,20.6,0.462,2.2,6.2,0.352,4.6,5.4,0.862,0.8,5.3,6.0,9.3,1.0,0.8,4.5,25.9,26.6,,,,,,
1626164,10,Devin Booker,1610612756,PHX,60,37.5,8.6,18.8,0.457,2.7,7.7,0.346,6.0,6.8,0.889,1.0,3.1,4.1,6.8,1.0,0.2,2.8,25.9,24.2,,,,,,
203081,11,Damian Lillard,1610612749,MIL,55,36.2,7.8,17.3,0.451,3.4,9.1,0.375,6.3,6.8,0.922,0.5,4.2,4.7,7.2,1.2,0.2,2.9,25.2,25.6,,,,,,
1630532,14,Franz Wagner,1610612753,ORL,47,33.7,9.1,19.4,0.468,1.8,5.8,0.304,4.6,5.4,0.854,1.0,4.6,5.6,4.7,1.4,0.4,2.2,24.6,23.2,,,,,,
201939,15,Stephen Curry,1610612744,GSW,57,32.2,8.0,17.8,0.448,4.4,11.2,0.398,3.8,4.1,0.936,0.6,3.8,4.4,6.1,1.1,0.4,2.9,24.3,23.3,,,,,,
1626157,18,Karl-Anthony Towns,1610612752,NYK,58,35.1,8.7,16.6,0.524,2.1,4.9,0.422,4.7,5.7,0.833,3.0,10.1,13.2,3.1,1.0,0.7,2.6,24.2,30.8,,,,,,
1629639,20,Tyler Herro,1610612748,MIA,62,35.7,8.4,18.2,0.461,3.5,9.5,0.369,3.6,4.2,0.859,0.4,5.0,5.4,5.7,0.8,0.2,2.6,23.9,23.1,,,,,,
203897,21,Zach LaVine,1610612758,SAC,58,34.8,8.6,16.6,0.514,3.2,7.2,0.443,3.4,4.1,0.823,0.3,4.3,4.6,4.3,0.9,0.2,2.9,23.7,21.9,,,,,,
201935,25,James Harden,1610612746,LAC,63,35.1,6.5,16.5,0.392,3.0,8.7,0.341,6.4,7.3,0.87,0.7,5.1,5.8,8.7,1.5,0.6,4.5,22.3,23.5,,,,,,
201942,26,DeMar DeRozan,1610612758,SAC,60,35.9,8.1,16.6,0.486,1.1,3.1,0.344,4.9,5.6,0.878,0.6,3.4,4.0,4.1,1.0,0.4,1.4,22.2,21.0,,,,,,
1630530,27,Trey Murphy III,1610612740,NOP,51,35.6,7.3,16.1,0.454,3.0,8.4,0.361,4.0,4.5,0.886,0.9,4.2,5.1,3.6,1.1,0.7,2.0,21.6,21.0,,,,,,
1629628,28,RJ Barrett,1610612761,TOR,51,33.1,8.1,17.1,0.472,1.9,5.3,0.361,3.5,5.5,0.649,1.0,5.5,6.5,5.7,0.8,0.3,3.0,21.6,21.0,,,,,,
1628970,30,Miles Bridges,1610612766,CHA,51,32.5,7.7,17.5,0.442,2.4,7.1,0.332,3.6,4.1,0.872,1.1,6.7,7.9,3.8,0.8,0.7,2.1,21.4,22.2,,,,,,
203468,32,CJ McCollum,1610612740,NOP,51,32.8,7.9,17.7,0.448,3.1,8.1,0.381,2.3,3.1,0.734,0.7,3.0,3.7,3.9,0.7,0.5,1.8,21.2,17.6,,,,,,
1630224,33,Jalen Green,1610612745,HOU,66,33.2,7.5,17.5,0.425,2.9,8.2,0.356,3.3,4.0,0.832,0.5,3.9,4.5,3.3,0.9,0.3,2.6,21.1,16.7,,,,,,
1629636,34,Darius Garland,1610612739,CLE,61,30.4,7.5,15.7,0.477,2.9,7.1,0.411,3.1,3.6,0.881,0.6,2.0,2.6,6.7,1.2,0.2,2.4,21.0,20.6,,,,,,
1629673,35,Jordan Poole,1610612764,WAS,55,30.9,6.8,16.2,0.421,3.5,9.4,0.374,3.8,4.3,0.879,0.5,2.8,3.3,4.7,1.4,0.5,3.2,21.0,17.7,,,,,,
1629014,39,Anfernee Simons,1610612757,POR,63,32.8,6.9,16.0,0.43,3.1,8.3,0.369,2.5,2.7,0.908,0.3,2.4,2.8,4.8,0.9,0.1,2.1,19.3,16.4,,,,,,
1629632,40,Coby White,1610612741,CHI,59,33.0,6.6,15.0,0.438,3.0,8.3,0.363,3.1,3.5,0.902,0.3,3.2,3.5,4.5,1.0,0.2,2.3,19.3,17.4,,,,,,
1630578,41,Alperen Sengun,1610612745,HOU,62,31.5,7.5,15.0,0.502,0.3,1.3,0.247,3.9,5.6,0.693,3.3,7.0,10.3,4.9,1.1,0.8,2.6,19.2,24.6,,,,,,
